"","MSSubClass","MSZoning","LotFrontage","LotArea","Alley","LotShape","LotConfig","Neighborhood","Condition1","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","Exterior1st","MasVnrType","MasVnrArea","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","log.sale.price","log.SalePrice"
"1066","60","RL",80,14000,"None","Reg","Inside","Other","Norm","2Story",7,5,1996,"Gable","Wd Sdng","None",0,"Ex","Gd","GLQ",1201,105,1306,954,0,2260,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA",296,44,0,0,0,0,0,4,2010,"WD","Normal",328000,12.7007688873663,12.7007688873663
"1067","60","RL",59,7837,"None","IR1","Inside","Gilbert","Norm","2Story",6,7,1993,"Gable","VinylSd","None",0,"Gd","No","Unf",0,799,799,772,0,1571,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,40,0,0,0,0,0,5,2009,"WD","Normal",178000,12.0895388292742,12.0895388292742
"1068","60","RL",80,9760,"None","Reg","Inside","NAmes","Norm","2Story",6,6,1964,"Gable","HdBoard","BrkFace",360,"TA","Gd","GLQ",674,0,798,813,0,1611,1,0,1,1,4,1,"TA",7,"Typ",0,"None","Attchd","RFn",2,"TA","TA",328,128,0,0,189,0,0,6,2008,"WD","Normal",167900,12.0311238430656,12.0311238430656
"1069","160","RM",42,3964,"None","Reg","Inside","Other","Norm","2Story",6,4,1973,"Gable","CemntBd","None",0,"Gd","No","ALQ",837,105,1291,1230,0,2521,1,0,2,1,5,1,"TA",10,"Other",1,"Gd","Attchd","Fin",2,"TA","TA",728,20,0,0,0,0,0,6,2006,"WD","Normal",151400,11.9276806199855,11.9276806199855
"1070","Other","RL",60,9600,"None","Reg","Inside","NAmes","Norm","Other",5,7,1949,"Gable","MetalSd","None",0,"TA","No","ALQ",220,625,893,0,0,893,0,1,1,0,2,1,"Gd",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,5,2007,"WD","Normal",135000,11.8130300574206,11.8130300574206
"1071","20","RL",72,10152,"None","Reg","Inside","NAmes","Norm","1Story",5,5,1956,"Hip","MetalSd","BrkFace",120,"TA","No","BLQ",586,462,1048,0,0,1048,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA",0,20,0,0,192,0,0,6,2007,"WD","Normal",135000,11.8130300574206,11.8130300574206
"1072","60","RL",78,11700,"None","Reg","Inside","NWAmes","RRAn","2Story",6,6,1968,"Gable","MetalSd","None",0,"TA","No","Rec",298,429,829,727,0,1556,0,0,1,1,4,1,"TA",8,"Typ",0,"None","Attchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,5,2009,"WD","Normal",154000,11.9447078813958,11.9447078813958
"1073","50","RL",50,7585,"None","Reg","Inside","Edwards","Artery","1.5Fin",5,3,1948,"Gable","MetalSd","None",0,"Fa","Mn","Unf",0,810,1002,454,0,1456,1,1,1,0,4,1,"TA",7,"Typ",1,"TA","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,8,2006,"WD","Normal",91500,11.4240942512636,11.4240942512636
"1074","60","RL",75,7950,"None","IR1","Corner","Edwards","Norm","2Story",6,6,1977,"Hip","HdBoard","BrkFace",140,"TA","No","BLQ",535,155,698,728,0,1426,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","Fin",2,"TA","TA",252,0,0,0,0,0,0,7,2009,"WD","Normal",159500,11.979799201207,11.979799201207
"1075","20","RL",74,8556,"None","Reg","Inside","CollgCr","Norm","1Story",7,5,2006,"Gable","VinylSd","None",0,"Gd","Av","Unf",0,1240,1240,0,0,1240,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd","RFn",3,"TA","TA",140,93,0,0,0,0,0,5,2007,"WD","Normal",194000,12.1756134380455,12.1756134380455
"1076","70","RL",75,13125,"None","Reg","Inside","Crawfor","Norm","2Story",7,6,1940,"Gable","Wd Sdng","None",0,"TA","No","BLQ",410,390,960,780,0,1740,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2007,"Other","Normal",219500,12.2991075114974,12.2991075114974
"1077","50","RL",60,10800,"Grvl","Reg","Inside","OldTown","Norm","1.5Fin",5,8,1936,"Gable","Wd Sdng","None",0,"Fa","No","ALQ",626,170,1096,370,0,1466,0,1,2,0,3,1,"Gd",7,"Min1",1,"TA","Attchd","Unf",2,"TA","TA",436,21,0,0,0,0,500,4,2006,"WD","Normal",170000,12.0435537160324,12.0435537160324
"1078","20","RL",70.0499583680267,15870,"None","IR1","Corner","NAmes","Norm","1Story",5,5,1969,"Gable","VinylSd","None",0,"TA","Mn","BLQ",75,230,1096,0,0,1096,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","Fin",1,"TA","TA",240,32,0,0,0,0,0,3,2006,"WD","Abnorml",138800,11.8407893270548,11.8407893270548
"1079","120","RM",37,4435,"None","Reg","Inside","CollgCr","Norm","1Story",6,5,2004,"Gable","VinylSd","BrkFace",169,"Gd","Mn","GLQ",662,186,848,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",140,0,0,0,0,0,0,5,2006,"WD","Normal",155900,11.9569700550459,11.9569700550459
"1080","20","RL",65,8775,"None","Reg","Inside","CollgCr","Norm","1Story",5,5,1994,"Gable","VinylSd","None",0,"Gd","No","GLQ",495,495,990,0,0,990,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd","Unf",1,"TA","TA",0,64,0,0,0,0,0,4,2007,"WD","Normal",126000,11.7440371859336,11.7440371859336
"1081","20","RL",80,11040,"None","Reg","Inside","NWAmes","Norm","1Story",6,7,1971,"Gable","VinylSd","BrkFace",144,"TA","No","ALQ",656,602,1258,0,0,1258,0,1,2,0,3,1,"Gd",5,"Typ",0,"None","Attchd","RFn",2,"TA","TA",55,0,0,216,0,0,0,10,2008,"COD","Abnorml",145000,11.8844890214027,11.8844890214027
"1082","20","RL",75,7500,"None","Reg","Corner","Sawyer","Feedr","1Story",5,5,1963,"Gable","HdBoard","None",0,"TA","No","ALQ",824,216,1040,0,0,1040,1,0,1,1,3,1,"TA",5,"Typ",0,"None","Attchd","Fin",1,"TA","TA",0,0,220,0,0,0,0,6,2010,"WD","Normal",133000,11.7981044072039,11.7981044072039
"1083","20","RL",70,8749,"None","Reg","Inside","CollgCr","Norm","1Story",7,5,2002,"Gable","VinylSd","BrkFace",100,"Gd","No","Unf",0,1459,1459,0,0,1459,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",192,39,0,0,0,0,0,9,2007,"WD","Normal",192000,12.1652506510099,12.1652506510099
"1084","20","RL",80,8800,"None","Reg","Inside","NAmes","Norm","1Story",6,6,1964,"Hip","HdBoard","BrkFace",425,"TA","No","BLQ",553,698,1251,0,0,1251,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd","RFn",1,"TA","TA",0,116,0,0,0,0,700,3,2006,"WD","Normal",160000,11.982929094216,11.982929094216
"1085","60","RL",70.0499583680267,13031,"None","IR2","Corner","Gilbert","Norm","2Story",6,5,1995,"Gable","HdBoard","None",0,"Gd","No","ALQ",592,99,691,807,0,1498,0,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",315,44,0,0,0,0,0,7,2006,"WD","Normal",187500,12.1415341243926,12.1415341243926
"1086","Other","RL",73,9069,"None","Reg","Inside","SawyerW","Norm","SFoyer",6,6,1992,"Gable","HdBoard","None",0,"Gd","Av","GLQ",747,189,996,0,0,996,1,0,1,0,2,1,"Gd",5,"Typ",0,"None","Attchd","Unf",2,"TA","TA",120,0,0,0,0,0,0,4,2010,"WD","Normal",147000,11.8981878657609,11.8981878657609
"1087","160","RM",70.0499583680267,1974,"None","Reg","Inside","Other","Norm","2Story",4,5,1973,"Gable","CemntBd","None",0,"TA","No","BLQ",334,212,546,546,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Attchd","RFn",1,"TA","TA",120,96,0,0,0,0,0,5,2010,"WD","Normal",83500,11.3326019108389,11.3326019108389
"1088","60","Other",85,10574,"None","Reg","Inside","Somerst","Norm","2Story",8,5,2005,"Gable","VinylSd","None",0,"Gd","Mn","Unf",0,1082,1082,871,0,1953,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA",160,50,0,0,0,0,0,5,2009,"WD","Normal",252000,12.4371843664936,12.4371843664936
"1089","160","RM",24,2522,"None","Reg","Inside","Edwards","Norm","2Story",7,5,2004,"Gable","VinylSd","Stone",50,"Gd","No","Unf",0,970,970,739,0,1709,0,0,2,0,3,1,"Gd",7,"Other",0,"None","Detchd","Unf",2,"TA","TA",0,40,0,0,0,0,0,4,2006,"WD","Normal",137500,11.8313791960888,11.8313791960888
"1090","120","Other",37,3316,"Pave","IR1","Inside","Somerst","Norm","1Story",8,5,2005,"Gable","MetalSd","None",0,"Gd","No","GLQ",1039,208,1247,0,0,1247,1,0,1,1,1,1,"Gd",4,"Typ",1,"Gd","Attchd","Fin",2,"TA","TA",0,84,0,0,0,0,0,4,2006,"WD","Normal",197000,12.1909590077201,12.1909590077201
"1091","90","RL",60,8544,"None","Reg","Corner","NAmes","Norm","1Story",3,4,1950,"Gable","BrkFace","None",0,"None","None","None",0,0,1040,0,0,1040,0,0,2,0,2,2,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,6,2009,"WD","Normal",92900,11.4392789248019,11.4392789248019
"1092","160","Other",24,2160,"Pave","Reg","Inside","Somerst","Norm","2Story",7,5,1999,"Gable","MetalSd","BrkFace",212,"Gd","No","BLQ",510,90,624,628,0,1252,1,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,48,0,0,0,0,0,3,2008,"WD","Normal",160000,11.982929094216,11.982929094216
"1093","50","RL",60,8400,"None","Reg","Inside","Other","Norm","1.5Fin",6,5,1925,"Gable","MetalSd","None",0,"TA","No","Rec",423,758,1390,304,0,1694,0,0,2,0,4,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",2,"TA","TA",342,0,128,0,0,0,0,6,2008,"WD","Normal",136500,11.8240798936072,11.8240798936072
"1094","20","RL",71,9230,"None","Reg","Corner","NAmes","Feedr","1Story",5,8,1965,"Hip","MetalSd","BrkFace",166,"TA","Mn","GLQ",661,203,1200,0,0,1200,1,0,1,1,1,1,"Gd",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,64,0,0,0,0,0,10,2006,"WD","Normal",146000,11.8913619006905,11.8913619006905
"1095","20","RL",74,5868,"None","Reg","Inside","NAmes","Norm","1Story",5,7,1956,"Gable","MetalSd","None",0,"TA","No","BLQ",248,448,936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd","Fin",1,"TA","TA",0,0,80,0,160,0,0,5,2010,"WD","Normal",129000,11.7675676833438,11.7675676833438
"1096","20","RL",78,9317,"None","IR1","Inside","CollgCr","Norm","1Story",6,5,2006,"Gable","VinylSd","None",0,"Gd","No","GLQ",24,1290,1314,0,0,1314,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",0,22,0,0,0,0,0,3,2007,"WD","Normal",176432,12.0806908119985,12.0806908119985
"1097","70","RM",60,6882,"None","Reg","Inside","IDOTRR","Norm","2Story",6,7,1914,"Gable","Wd Sdng","None",0,"TA","No","Unf",0,684,773,582,0,1355,0,0,1,1,3,1,"Gd",7,"Typ",0,"None","None","None",0,"None","None",136,0,115,0,0,0,0,3,2007,"WD","Normal",127000,11.7519423654407,11.7519423654407
"1098","120","RL",70.0499583680267,3696,"None","Reg","Inside","Other","Norm","1Story",8,5,1986,"Gable","HdBoard","None",0,"Gd","No","Unf",0,1074,1088,0,0,1088,0,0,1,1,2,1,"Gd",5,"Typ",0,"None","Attchd","RFn",2,"TA","TA",0,74,137,0,0,0,0,10,2007,"WD","Normal",170000,12.0435537160324,12.0435537160324
"1099","50","RM",50,6000,"None","Reg","Inside","BrkSide","Norm","1.5Fin",4,6,1936,"Gable","MetalSd","None",0,"TA","No","BLQ",672,0,757,567,0,1324,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2009,"WD","Normal",128000,11.7597855429018,11.7597855429018
"1100","20","RL",82,11880,"None","IR1","Inside","NWAmes","RRAn","1Story",7,5,1978,"Gable","Plywood","BrkFace",206,"Gd","No","ALQ",704,567,1601,0,0,1601,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,0,0,0,0,0,0,4,2009,"COD","Abnorml",157000,11.9640010843304,11.9640010843304
"1101","30","RL",60,8400,"None","Reg","Inside","Other","Norm","1Story",2,5,1920,"Gable","Wd Sdng","None",0,"TA","No","Rec",290,0,438,0,0,438,0,0,1,0,1,1,"Other",3,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,1,2009,"WD","Normal",60000,11.0020998412042,11.0020998412042
"1102","20","RL",61,9758,"None","IR1","Inside","NAmes","Norm","1Story",5,5,1971,"Gable","HdBoard","None",0,"TA","No","BLQ",412,251,950,0,0,950,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2007,"WD","Normal",119500,11.6910716503537,11.6910716503537
"1103","20","RL",70,7000,"None","Reg","Inside","NAmes","Norm","1Story",5,7,1960,"Gable","Wd Sdng","BrkFace",45,"TA","No","Rec",588,422,1134,0,0,1134,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Attchd","RFn",1,"TA","TA",0,16,0,0,0,0,0,4,2007,"WD","Other",135000,11.8130300574206,11.8130300574206
"1104","20","RL",79,8910,"None","Reg","Corner","NAmes","Norm","1Story",6,6,1959,"Hip","BrkFace","None",0,"TA","Mn","ALQ",655,0,1194,0,0,1194,0,1,1,0,3,1,"TA",6,"Typ",1,"Fa","BuiltIn","Fin",2,"TA","TA",0,0,192,0,0,0,0,7,2006,"WD","Normal",159500,11.979799201207,11.979799201207
"1105","160","RM",24,2016,"None","Reg","Inside","Other","Norm","2Story",5,5,1970,"Gable","HdBoard","BrkFace",304,"TA","No","Unf",0,630,630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ",0,"None","Detchd","Unf",2,"TA","TA",0,0,0,0,0,0,0,4,2007,"WD","Normal",106000,11.5711943730942,11.5711943730942
"1106","60","RL",98,12256,"None","IR1","Corner","NoRidge","Norm","2Story",8,5,1994,"Gable","HdBoard","BrkFace",362,"Ex","Av","GLQ",1032,431,1500,1122,0,2622,1,0,2,1,3,1,"Gd",9,"Typ",2,"TA","Attchd","RFn",2,"TA","TA",186,32,0,0,0,0,0,4,2010,"WD","Normal",325000,12.6915804613119,12.6915804613119
"1107","20","RL",114,10357,"None","IR1","Corner","SawyerW","Feedr","1Story",7,5,1990,"Hip","HdBoard","None",0,"Gd","Mn","GLQ",738,172,1442,0,0,1442,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",0,244,0,0,0,0,0,5,2007,"WD","Normal",179900,12.1001564199386,12.1001564199386
"1108","60","RL",168,23257,"None","Other","CulDSac","Gilbert","Norm","2Story",7,5,2006,"Gable","VinylSd","None",0,"Ex","No","Unf",0,868,887,1134,0,2021,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","BuiltIn","RFn",2,"TA","TA",0,100,0,0,0,0,0,9,2006,"New","Partial",274725,12.5235258763151,12.5235258763151
"1109","60","RL",70.0499583680267,8063,"None","Reg","Inside","Gilbert","Norm","2Story",6,5,2000,"Gable","VinylSd","None",0,"Gd","No","Unf",0,924,948,742,0,1690,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",100,48,0,0,0,0,0,11,2007,"WD","Abnorml",181000,12.106252310248,12.106252310248
"1110","20","RL",107,11362,"None","IR1","Inside","NridgHt","Norm","1Story",8,5,2004,"Gable","MetalSd","Stone",42,"Ex","Mn","GLQ",1039,797,1836,0,0,1836,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",125,185,0,0,0,0,0,3,2009,"WD","Normal",280000,12.5425448821514,12.5425448821514
"1111","60","RL",70.0499583680267,8000,"None","Reg","Inside","Gilbert","Norm","2Story",6,5,1995,"Gable","HdBoard","None",0,"Gd","No","GLQ",219,554,773,885,0,1658,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",224,84,0,0,0,0,0,6,2008,"WD","Normal",188000,12.1441972418121,12.1441972418121
"1112","60","RL",80,10480,"None","Reg","Inside","NWAmes","Norm","2Story",7,6,1976,"Hip","Plywood","BrkFace",660,"TA","No","ALQ",403,400,1098,866,0,1964,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd","RFn",2,"TA","TA",0,69,0,0,0,0,0,9,2008,"WD","Normal",205000,12.2307652581205,12.2307652581205
"1113","20","RL",73,7100,"None","IR1","Corner","NAmes","Norm","1Story",5,7,1957,"Gable","Other","None",0,"TA","No","GLQ",708,108,816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,7,2006,"WD","Normal",129900,11.7745202026587,11.7745202026587
"1114","20","RL",66,8923,"None","Reg","Inside","NAmes","Norm","1Story",5,7,1953,"Gable","Wd Sdng","None",0,"TA","No","BLQ",643,365,1008,0,0,1008,1,0,1,0,2,1,"Gd",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA",0,18,0,0,0,0,0,5,2007,"WD","Normal",134500,11.809319478024,11.809319478024
"1115","20","RL",90,5400,"None","Reg","Inside","OldTown","Norm","1Story",5,7,1954,"Gable","MetalSd","None",0,"TA","No","Rec",415,418,833,0,0,833,0,0,1,0,2,1,"Gd",4,"Typ",0,"None","Detchd","Unf",1,"TA","TA",0,0,0,0,0,0,0,8,2006,"WD","Normal",117000,11.6699292137799,11.6699292137799
"1116","20","RL",93,12085,"None","Reg","Inside","NridgHt","Norm","1Story",8,5,2007,"Hip","VinylSd","Stone",328,"Ex","No","GLQ",1004,730,1734,0,0,1734,1,0,2,0,3,1,"Other",7,"Typ",1,"Gd","Attchd","RFn",3,"TA","TA",0,0,0,0,0,0,0,11,2007,"New","Partial",318000,12.6698066617623,12.6698066617623
"1117","80","RL",70.0499583680267,7750,"None","Reg","Inside","Gilbert","Norm","SLvl",8,5,2002,"Hip","VinylSd","None",0,"Gd","No","GLQ",353,55,779,640,0,1419,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn","Fin",2,"TA","TA",120,0,0,0,0,0,0,3,2009,"WD","Normal",184100,12.1232343672212,12.1232343672212
"1118","20","RL",57,9764,"None","IR1","FR2","Sawyer","Feedr","1Story",5,7,1967,"Gable","VinylSd","None",0,"TA","No","BLQ",702,192,894,0,0,894,1,0,1,0,3,1,"Gd",5,"Typ",0,"None","Attchd","RFn",2,"TA","TA",0,0,0,0,0,0,0,5,2008,"WD","Normal",130000,11.7752897294377,11.7752897294377
"1119","80","RL",85,13825,"None","Reg","Inside","Sawyer","Norm","SLvl",5,6,1958,"Gable","MetalSd","None",0,"TA","No","Unf",0,533,1021,580,0,1601,0,1,1,0,3,1,"TA",6,"Min2",0,"None","BuiltIn","RFn",1,"TA","TA",280,34,0,0,0,0,0,12,2008,"WD","Normal",140000,11.8493977015914,11.8493977015914
"1120","20","RL",70,7560,"None","Reg","Inside","NAmes","Norm","1Story",5,5,1959,"Gable","BrkFace","None",0,"TA","No","LwQ",369,671,1040,0,0,1040,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","RFn",1,"TA","TA",140,0,252,0,0,0,0,7,2006,"WD","Normal",133700,11.80335376309,11.80335376309
"1121","30","RM",59,8263,"None","Reg","Inside","IDOTRR","Norm","1Story",6,5,1920,"Gable","BrkFace","None",0,"TA","No","Unf",0,1012,1012,0,0,1012,0,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA",0,22,112,0,0,0,0,5,2007,"WD","Normal",118400,11.681824001432,11.681824001432
"1122","20","RL",84,10084,"None","Reg","Inside","CollgCr","Norm","1Story",7,5,2005,"Gable","VinylSd","BrkFace",196,"Gd","Av","GLQ",24,1528,1552,0,0,1552,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd","RFn",3,"TA","TA",144,20,0,0,0,0,0,7,2006,"New","Partial",212900,12.2685778508816,12.2685778508816
"1123","20","RL",70.0499583680267,8926,"None","IR1","Corner","Edwards","Norm","1Story",4,3,1956,"Gable","Other","None",0,"TA","No","Unf",0,672,960,0,0,960,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Other","Unf",1,"TA","TA",64,0,0,0,160,0,0,10,2009,"COD","Abnorml",112000,11.6262541502772,11.6262541502772
"1124","20","RL",50,9405,"None","Reg","Inside","Edwards","Norm","1Story",5,9,1947,"Hip","VinylSd","None",0,"TA","No","Unf",0,698,698,0,0,698,0,1,1,0,2,1,"TA",4,"Typ",0,"None","None","None",0,"None","None",0,200,0,0,0,0,0,6,2009,"WD","Normal",118000,11.6784399034478,11.6784399034478
"1125","80","RL",70.0499583680267,9125,"None","IR1","Inside","Gilbert","Norm","SLvl",7,5,1992,"Gable","HdBoard","BrkFace",170,"Gd","No","Unf",0,384,812,670,0,1482,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",100,25,0,0,0,0,0,7,2007,"WD","Normal",163900,12.0070117647319,12.0070117647319
"1126","20","RL",60,10434,"None","Reg","Inside","NAmes","Norm","1Story",4,5,1955,"Gable","Plywood","None",0,"TA","No","Unf",0,1005,1005,0,0,1005,0,0,1,0,2,1,"Other",5,"Typ",1,"TA","Detchd","Unf",2,"Other","Fa",0,0,0,0,0,0,0,11,2009,"WD","Normal",115000,11.6526874073454,11.6526874073454
"1127","120","RL",53,3684,"None","Reg","Inside","Other","Norm","1Story",7,5,2007,"Hip","VinylSd","BrkFace",130,"Gd","No","Unf",0,1373,1555,0,0,1555,0,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",3,"TA","TA",143,20,0,0,0,0,0,6,2009,"WD","Normal",174000,12.0668105781967,12.0668105781967
"1128","20","RL",182,14572,"None","Other","Corner","Gilbert","Norm","1Story",7,5,2004,"Hip","VinylSd","None",0,"Gd","Av","GLQ",1300,230,1530,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","Fin",3,"TA","TA",144,36,0,0,0,0,0,11,2007,"WD","Other",259000,12.4645833406817,12.4645833406817
"1129","60","RL",59,11796,"None","IR1","Inside","Gilbert","Norm","2Story",7,5,2004,"Gable","VinylSd","None",0,"Gd","Av","Unf",0,847,847,1112,0,1959,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn","Fin",2,"TA","TA",100,48,0,0,0,0,0,7,2007,"WD","Normal",215000,12.2783933071098,12.2783933071098
"1130","90","RM",60,7200,"Grvl","Reg","Inside","OldTown","Norm","SFoyer",5,5,1980,"Gable","MetalSd","BrkFace",180,"Gd","Gd","GLQ",936,0,936,0,0,936,1,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd","Unf",2,"TA","TA",49,0,0,0,0,0,0,8,2007,"WD","Normal",140000,11.8493977015914,11.8493977015914
"1131","50","RL",65,7804,"None","Reg","Inside","Other","Norm","1.5Fin",4,3,1928,"Gable","Other","None",0,"TA","No","BLQ",622,500,1328,653,0,1981,1,0,2,0,4,1,"Gd",7,"Min2",2,"TA","Detchd","Unf",2,"TA","TA",431,44,0,0,0,0,0,12,2009,"WD","Normal",135000,11.8130300574206,11.8130300574206
"1132","20","RL",63,10712,"None","Reg","Inside","Mitchel","Norm","1Story",5,5,1991,"Gable","HdBoard","None",0,"Gd","Mn","BLQ",212,762,974,0,0,974,0,0,1,0,3,1,"TA",5,"Typ",0,"None","None","None",0,"None","None",0,28,0,0,0,0,0,9,2007,"Other","Abnorml",93500,11.4457167152768,11.4457167152768
"1133","70","RM",90,9900,"None","Reg","Inside","OldTown","Norm","2Story",6,4,1880,"Gable","Wd Sdng","None",0,"TA","Mn","Unf",0,1008,1178,1032,0,2210,0,0,2,0,5,1,"Other",8,"Typ",0,"None","Detchd","Unf",1,"Other","TA",0,48,0,0,0,0,0,5,2007,"WD","Normal",117500,11.6741936125664,11.6741936125664
"1134","60","RL",80,9828,"None","IR1","Inside","SawyerW","Norm","2Story",8,5,1995,"Gable","VinylSd","None",0,"Gd","No","GLQ",584,544,1142,878,0,2020,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,"TA","TA",0,155,0,0,0,0,0,6,2009,"WD","Normal",239500,12.3863086958331,12.3863086958331
"1135","60","RL",57,8773,"None","IR1","Inside","Gilbert","Norm","2Story",6,5,1997,"Gable","VinylSd","None",0,"Gd","Av","Unf",0,916,916,684,0,1600,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd","Fin",2,"TA","TA",100,38,0,0,0,0,0,8,2007,"WD","Normal",169000,12.0376539939052,12.0376539939052
"1136","30","RM",60,6180,"None","Reg","Corner","BrkSide","Norm","1Story",6,5,1926,"Gable","Wd Sdng","None",0,"TA","No","Unf",0,960,986,0,0,986,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd","Unf",1,"TA","TA",0,128,0,0,0,0,0,5,2007,"WD","Normal",102000,11.5327280922664,11.5327280922664
"1137","50","RL",80,9600,"None","Reg","Inside","NAmes","Norm","1.5Fin",6,5,1950,"Gable","VinylSd","None",0,"TA","No","BLQ",280,752,1032,220,0,1252,0,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd","Unf",1,"TA","TA",0,0,96,0,0,0,0,4,2008,"WD","Abnorml",119000,11.6868787720937,11.6868787720937
"1138","50","RL",54,6342,"None","Reg","Inside","Sawyer","Feedr","1.5Fin",5,8,1875,"Gable","VinylSd","None",0,"TA","No","Unf",0,780,780,240,0,1020,0,0,1,0,2,1,"TA",6,"Typ",0,"None","None","None",0,"None","None",0,0,176,0,0,0,0,5,2010,"WD","Normal",94000,11.4510500612521,11.4510500612521
"1139","20","RL",70.0499583680267,9819,"None","IR1","Inside","Mitchel","Norm","1Story",6,5,1977,"Gable","Plywood","None",0,"TA","Gd","ALQ",1567,0,1567,0,0,1567,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd","RFn",2,"TA","TA",264,32,0,0,0,0,0,5,2009,"WD","Normal",196000,12.1858699382127,12.1858699382127
"1140","30","RL",98,8731,"None","IR1","Inside","BrkSide","Norm","1Story",5,5,1920,"Gable","Other","None",0,"TA","No","BLQ",645,270,1167,0,0,1167,0,0,1,0,3,1,"TA",6,"Other",1,"Gd","Detchd","Unf",2,"TA","TA",0,0,216,0,126,0,0,5,2007,"WD","Normal",144000,11.8775685785581,11.8775685785581
