"","X","ParcelId","Address","SalePrice","SaleDate","SaleCondition","AssessedValue","ParcelType","YearBuilt","GrLivArea","BsmtFinSF1","LotArea","Bedrooms","CentralAir","Fireplaces","Occupancy","Style","Neighborhood","InstrumentNo","Error.YearBuilt","Error.LotArea","Error.GrLivArea","Error.Neighborhood","Error.Score"
"1139",7371,924100040,3412 JEWEL DR,217000,7/1/2013 0:00,Normal,212600,Dwg&Lot,1977,1567,1567,9819,2,Yes,2,Single-family detached (includes detached townhouses),One story,Mitchel,201309193,-1.57615647023158,-0.584331741754627,-1.39950579232116,0.179445972994858,-3.38054803131251
"1140",1066,903205085,1010 BROOKRIDGE AVE,144000,5/1/2007 0:00,Normal,154600,Dwg&Lot,1920,1167,645,8731,3,Yes,1,Single-family detached (includes detached townhouses),One story,BrkSide,705002,-2.26264171112129,-0.55318590856431,-1.04498332927519,0.162349867976044,-3.69846108098474
"1141",3005,535305030,1725 BURNETT AVE,139000,6/1/2008 0:00,Abnorml,143500,Dwg&Lot,1951,952,852,7350,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,806642,-1.97642414756633,-0.543657818198222,-1.02291669440436,0.366437186804748,-3.17656147336416
"1142",6690,527359180,2985 MONROE DR,218000,9/1/2014 0:00,Normal,214400,Dwg&Lot,1976,1868,381,10304,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,201407972,-1.60646357736582,-0.606498806621272,-1.70395672154477,0.211509979623512,-3.70540912590835
"1143",15116,906340090,5125 TABOR DR,424870,4/1/2007 0:00,Partial,405200,Dwg&Lot,2006,2828,1150,9965,4,Yes,1,Single-family detached (includes detached townhouses),Two story,CollgCr,703418,-0.97546921316367,-0.590472358594494,-2.86930164887405,0.207655062197157,-4.22758815843505
"1144",4027,905200160,1209 SCHOLL RD,96000,7/1/2011 0:00,Normal,116600,Dwg&Lot,1959,1006,288,9000,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201107145,-1.87445193545398,-0.558606577908347,-1.0094445588913,0.184833613260601,-3.25766945899302
"1145",2643,908226130,3223 LETTIE ST,80000,7/1/2010 0:00,Normal,98100,Dwg&Lot,1941,924,348,12180,2,No,0,Two-family conversion; originally built as one-family dwelling,One and one-half story:  2nd level finished,Edwards,1006274,-2.08695458262949,-0.735107597094503,-1.03396520796299,-4.667171707192,-8.52319909487897
"1146",1126,903233100,1015 HARDING AVE,149000,8/1/2006 0:00,Family,148800,Dwg&Lot,1928,1576,0,6240,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,BrkSide,610831,-2.18145310948873,-0.549893267957806,-1.40868419840935,0.162349867976044,-3.97768070787983
"1147",7639,906202040,1118 OKLAHOMA DR,176000,11/1/2011 0:00,Normal,199500,Dwg&Lot,1985,1298,1258,11200,3,Yes,1,Single-family detached (includes detached townhouses),One story,SawyerW,201112647,-1.30287190021776,-0.660810624878887,-1.13266098560221,0.169520157082113,-2.92682335361674
"1148",2702,909425060,915 GASKILL DR,253500,8/1/2016 0:00,Normal,206500,Dwg&Lot,1941,1564,275,12000,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Crawfor,201608621,-2.08695458262949,-0.720483850149265,-1.39642351061151,0.153472234444765,-4.0503897089455
"1149",1016,902401010,114 E 8TH ST,123000,2/1/2014 0:00,Normal,124000,Dwg&Lot,1926,1111,0,5700,2,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,201401203,-2.19585793641918,-0.555188425440541,-1.02017219726808,0.246117602940319,-3.52510095618748
"1150",988,902306040,612 7TH ST,78000,2/1/1997 0:00,Normal,117700,Dwg&Lot,1920,1482,0,9159,4,Yes,0,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,OldTown,14007,-2.26264171112129,-0.541207427757942,-1.31410335043951,0.246117602940319,-3.87183488637842
"1151",2088,534430090,906 MURRAY DR,150000,12/1/2012 0:00,Normal,161900,Dwg&Lot,1950,932,608,8280,2,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,201215521,-1.98903647350684,-0.547117397930737,-1.03056332698919,0.366437186804748,-3.20028001162202
"1152",4107,908102320,231 ABRAHAM DR,167900,7/1/2014 0:00,Normal,165900,Dwg&Lot,1959,1466,176,17755,3,Yes,2,Single-family detached (includes detached townhouses),One story,Edwards,201406766,-1.87445193545398,-1.31082958872409,-1.29809423884654,-4.667171707192,-9.15054747021661
"1153",3167,905225030,1247 WISCONSIN AVE,0,,Normal,174600,Dwg&Lot,1955,1816,576,13770,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201510449,-1.8483966842366,-0.8742503615122,-1.63307279927525,0.153472234444765,-4.20224761057929
"1154",2033,910202100,129 S MAPLE AVE,120500,6/1/2008 0:00,Normal,127900,Dwg&Lot,1930,816,538,5890,2,Yes,0,Single-family detached (includes detached townhouses),One story,IDOTRR,807151,-2.16766635484891,-0.553152179419438,-1.1049993904667,0.155484591703785,-3.67033333303126
"1155",4608,535103050,2702 NORTHWOOD DR,235000,5/1/2012 0:00,Normal,246900,Dwg&Lot,1965,1820,398,13700,4,Yes,2,Single-family detached (includes detached townhouses),Two story,NAmes,201206075,-1.81905094724882,-0.872420532618681,-1.65501810962517,0.366437186804748,-3.98005240268792
"1156",6829,533252130,2802 TORREY PINES CIR,218000,7/1/2007 0:00,Normal,209300,Dwg&Lot,1976,1437,1157,10768,3,Yes,1,Single-family detached (includes detached townhouses),One story,Veenker,707934,-1.60646357736582,-0.632620777019622,-1.26882399439208,1,-2.50790834877752
"1157",4504,534403080,1218 20TH ST,179900,10/1/2008 0:00,Normal,215900,Dwg&Lot,1965,1265,633,9350,3,Yes,1,Single-family detached (includes detached townhouses),Split level,NAmes,811352,-1.81905094724882,-0.567981530132374,-1.10546286701435,0.366437186804748,-3.12605815759079
"1158",15507,528175060,2905 ROXBORO DR,273000,11/1/2014 0:00,Normal,242400,Dwg&Lot,2007,1314,904,5001,2,Yes,1,Townhouse:  inner unit,One story,NridgHt,201410092,-0.998847725697867,-0.563108452571194,-1.14739711363314,0.142593315048047,-2.56675997685416
"1159",15569,528427010,3205 CULLEN DR,230000,8/1/2012 0:00,Normal,241400,Dwg&Lot,2007,1580,36,11932,3,Yes,0,Single-family detached (includes detached townhouses),One story,Somerst,201209787,-0.998847725697867,-0.715074320274243,-1.41272876224912,0.154682497497796,-2.97196831072343
"1160",6256,534250410,2304 VAN BUREN AVE,185000,7/1/2008 0:00,Normal,217300,Dwg&Lot,1974,1876,442,9120,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NWAmes,807452,-1.66686111197402,-0.561544017175545,-1.71205490413367,0.211509979623512,-3.72895005365972
"1161",6740,527454200,1139 JOHNSON ST,146000,7/1/2010 0:00,Normal,147900,Dwg&Lot,1978,1456,311,2280,3,Yes,1,Townhouse:  inner unit,Two story,NoPkVil,201006446,-1.54670025572945,-0.621085510806637,-1.28789637974139,1,-2.45568214627748
"1162",3345,909428190,2114 GREENBRIAR CIR,224000,11/1/2008 0:00,Normal,264800,Dwg&Lot,1954,1640,1155,14778,3,Yes,1,Single-family detached (includes detached townhouses),One story,Crawfor,812064,-1.93356965042571,-0.981129116499871,-1.47232954815413,0.153472234444765,-4.23355608063495
"1163",5635,905106150,812 ARIZONA AVE,163000,9/1/2016 0:00,Normal,138400,Dwg&Lot,1968,894,492,8724,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,201610206,-1.7823449330963,-0.553066286962528,-1.04832445714199,0.184833613260601,-3.19890206394022
"1164",5671,905200090,3608 ONTARIO ST 3610,112955,12/1/2012 0:00,Allocat,149900,Dwg&Lot,1969,1258,1198,12900,0,Yes,0,Duplex,Split foyer,Sawyer,201214596,-1.76878474460421,-0.797475332859727,-1.09990312992057,0.184833613260601,-3.48132959412391
"1165",6814,533251130,2804 PINEHURST CIR,246000,12/1/2015 0:00,Normal,189700,Dwg&Lot,1978,1432,1071,16157,2,Yes,1,Single-family detached (includes detached townhouses),Split level,Veenker,201511753,-1.54670025572945,-1.1291097555167,-1.26376713013525,1,-2.9395771413814
"1166",15897,528144020,3017 HARRISON RD,233170,9/1/2009 0:00,Partial,241900,Dwg&Lot,2009,1503,1135,9541,3,Yes,0,Single-family detached (includes detached townhouses),One story,NridgHt,201609837,-1.05017930201753,-0.573964570423756,-1.331514650723,0.142593315048047,-2.81306520811624
"1167",15807,906378100,5303 TABOR DR,245350,2/1/2010 0:00,Normal,304300,Dwg&Lot,2008,1694,1473,10475,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,1001385,-1.02361718901722,-0.615622314419287,-1.52680314396599,0.207655062197157,-2.95838758520534
"1168",11177,528290140,2438 WELBECK DR,191000,1/1/2012 0:00,Normal,233000,Dwg&Lot,2000,1671,786,10852,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,201200319,-0.922700463996494,-0.637811206871804,-1.50362676177815,0.169705196858899,-2.89443323578755
"1169",1884,905427070,543 FOREST GLEN,257000,8/1/2014 0:00,Normal,258800,Dwg&Lot,1935,2108,626,13728,4,Yes,2,Single-family detached (includes detached townhouses),Two story,Edwards,201407057,-2.13524275561362,-0.8751390307322,-1.95792071832154,-4.667171707192,-9.63547421185936
"1170",8904,528320060,3327 GOLDENROD CIR,625000,7/1/2006 0:00,Normal,698700,Dwg&Lot,1995,3627,1387,35760,4,Yes,1,Single-family detached (includes detached townhouses),Two story,NoRidge,609433,-0.989320942301613,-3.66907828489448,-4.07800565987983,0.157473634560831,-8.57893125251509
"1171",7278,914475020,623 CRYSTAL ST,171000,7/1/2008 0:00,Normal,189700,Dwg&Lot,1977,1118,522,9880,3,Yes,1,Single-family detached (includes detached townhouses),Split level,Mitchel,807976,-1.57615647023158,-0.586851901045305,-1.0226381722941,0.179445972994858,-3.00620057057612
"1172",3694,535153150,2312 CLARK AVE,166000,6/1/2011 0:00,Normal,176200,Dwg&Lot,1958,1261,662,9120,3,Yes,1,Single-family detached (includes detached townhouses),One story,NAmes,201105804,-1.88441230174866,-0.561544017175545,-1.1022763421229,0.366437186804748,-3.18179547424235
"1173",15029,533208080,2734 NORTHRIDGE LN,171900,3/1/2008 0:00,Normal,171300,Dwg&Lot,2006,1250,332,4017,2,Yes,0,Townhouse:  end unit,Two story,Somerst,803093,-0.97546921316367,-0.576002186900768,-1.09369787188663,0.154682497497796,-2.49048677445327
"1174",2479,904101070,2824 ROSS RD,227000,5/1/2015 0:00,Normal,232500,Dwg&Lot,1946,3086,621,18030,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,ClearCr,201503932,-2.04329076297205,-1.34302964147156,-3.24888236787902,1,-5.63520277232263
"1175",2002,909281010,2014 KILDEE ST,239000,7/1/2006 0:00,Normal,270800,Dwg&Lot,1932,2345,503,16560,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Crawfor,608568,-2.15682331339324,-1.17402388085663,-2.2296564381864,0.153472234444765,-5.4070313979915
"1176",8514,533130170,2430 RIDGETOP CIR,285000,4/1/2007 0:00,Normal,321600,Dwg&Lot,1992,2872,700,10678,4,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,NoRidge,704472,-1.06449911005956,-0.627287945027896,-2.93317264185005,0.157473634560831,-4.46748606237668
"1177",7567,923275090,508 ELY CIR,142000,2/1/2016 0:00,Normal,121700,Dwg&Lot,1984,923,0,6951,3,Yes,0,Single-family detached (includes detached townhouses),One story,Mitchel,201601512,-1.34093943647602,-0.54509302479273,-1.03440280124499,0.179445972994858,-2.74098928951888
"1178",870,902101010,518 13TH ST,119000,3/1/2013 0:00,Normal,125200,Dwg&Lot,1926,1224,468,3950,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,20130344,-2.19585793641918,-0.57696177924401,-1.0761536524281,0.246117602940319,-3.60285576515098
"1179",1514,909278020,602 ASH AVE,154900,7/1/2009 0:00,Normal,169600,Dwg&Lot,1921,1343,0,7681,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Crawfor,909776,-2.24982732756624,-0.543760192321684,-1.1746164377376,0.153472234444765,-3.81473172318076
"1180",3245,905477010,3322 WEST ST,93000,4/1/2006 0:00,Normal,106800,Dwg&Lot,1954,1124,0,8335,3,Yes,1,Single-family detached (includes detached townhouses),One story,Edwards,604969,-1.93356965042571,-0.547671957347074,-1.02491477365046,-4.667171707192,-8.17332808861524
"1181",8246,916403130,2510 WHITE OAK DR,250000,4/1/2006 0:00,Normal,258500,Dwg&Lot,1990,2514,1216,11170,4,Yes,0,Single-family detached (includes detached townhouses),Two story,Timber,603734,-1.1257342258114,-0.658752251371108,-2.43803379329288,0.133675052949563,-4.08884521752582
"1182",15608,911370410,433 ASPEN RIDGE RD,392500,11/1/2008 0:00,Partial,295800,Dwg&Lot,2008,1652,1600,5587,2,Yes,1,Townhouse:  end unit,One story,Crawfor,811870,-1.02361718901722,-0.556444429242248,-1.48434575622186,0.153472234444765,-2.91093514003657
"1183",8903,528320050,3217 RIDGETOP RD,745000,7/1/2007 0:00,Abnorml,737900,Dwg&Lot,1996,4580,2107,15623,4,Yes,2,Single-family detached (includes detached townhouses),Two story,NoRidge,707239,-0.969387204837409,-1.07057712223405,-5.25515823320574,0.157473634560831,-7.13764892571637
"1184",851,535379100,1408 KELLOGG AVE,136500,11/1/2012 0:00,Normal,142500,Dwg&Lot,1920,1130,821,10800,2,Yes,1,Single-family detached (includes detached townhouses),One story,OldTown,201214434,-2.26264171112129,-0.634540958391669,-1.02730205570875,0.246117602940319,-3.67836712228139
"1185",4979,917425190,3312 DARTMOOR LN,186700,5/1/2007 0:00,Normal,213300,Dwg&Lot,1963,1572,1159,35133,3,Yes,2,Single-family detached (includes detached townhouses),One story,Timber,705385,-1.84079291915128,-3.58368658673974,-1.40462678337203,0.133675052949563,-6.6954312363135
"1186",1366,908228040,3218 LETTIE ST,104900,3/1/2006 0:00,Normal,131400,Dwg&Lot,1924,1221,392,9738,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Edwards,201305068,-2.21372857962474,-0.581099142749824,-1.07428451073938,-4.667171707192,-8.53628394030594
"1187",141,535382050,1315 DOUGLAS AVE,124000,3/1/2016 0:00,Normal,89800,Dwg&Lot,1900,1688,0,10800,4,Yes,0,Two-family conversion; originally built as one-family dwelling,One story,OldTown,201602370,-2.74734194476343,-0.603226583078915,-1.50258712093938,0.246117602940319,-4.60703804584141
"1188",9058,533128090,2700 NORTHRIDGE CIR,277500,4/1/2014 0:00,Normal,274900,Dwg&Lot,1994,1624,1456,12461,2,Yes,1,Single-family detached (includes detached townhouses),One story,NoRidge,201402973,-1.01185072368496,-0.758743684559713,-1.45641569856719,0.157473634560831,-3.06953647225104
"1189",12205,907192030,5313 CLEMENS BLVD,195000,7/1/2009 0:00,Normal,192900,Dwg&Lot,2002,1660,0,8935,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,909263,-0.921615268341063,-0.557195805455833,-1.49245868097444,0.207655062197157,-2.76361469257418
"1190",10529,527162130,3814 BERKSHIRE AVE,189000,6/1/2010 0:00,Normal,220600,Dwg&Lot,1999,1804,0,7500,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,1005553,-0.927731443476466,-0.543558821745919,-1.63875816530506,0.169705196858899,-2.94034323366854
"1191",4996,923205025,314 PATRICIA DR,168000,3/1/2007 0:00,Normal,193800,Dwg&Lot,1961,1622,1159,32463,3,Yes,1,Two-family conversion; originally built as one-family dwelling,One story,Mitchel,703077,-1.85796191892127,-3.22154924498636,-1.45443686195421,0.179445972994858,-6.35450205286698
"1192",10790,533236040,2512 BRISTOL DR,170000,4/1/2013 0:00,Normal,194600,Dwg&Lot,1999,1441,0,2645,2,Yes,0,Townhouse:  inner unit,Two story,Somerst,201611139,-0.927731443476466,-0.607350081585351,-1.27284783439276,0.154682497497796,-2.65324686195678
"1193",976,902301030,825 CLARK AVE,126000,9/1/2013 0:00,Normal,141400,Dwg&Lot,1925,1472,0,9600,3,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,OldTown,201310882,-2.20325062819859,-0.575915962376945,-1.30410162715913,0.246117602940319,-3.83715061479434
"1194",11132,923203190,3410 EMERALD DR,179900,7/1/2012 0:00,Normal,196800,Dwg&Lot,1999,1224,883,4500,2,Yes,0,Townhouse:  end unit,One story,Mitchel,201207542,-0.927731443476466,-0.569351572695398,-1.0761536524281,0.179445972994858,-2.39379069560511
"1195",5634,905106140,806 ARIZONA AVE,166000,7/1/2010 0:00,Normal,179200,Dwg&Lot,1969,1352,481,9364,4,Yes,0,Single-family detached (includes detached townhouses),Two story,Sawyer,201006758,-1.76878474460421,-0.56840050185197,-1.1832590459532,0.184833613260601,-3.33561067914879
"1196",14472,528240040,4003 WESTLAWN DR,176000,7/1/2008 0:00,Normal,209300,Dwg&Lot,2005,1456,300,8029,3,Yes,0,Single-family detached (includes detached townhouses),Two story,Gilbert,808387,-0.955077842897414,-0.545060455341182,-1.28789637974139,0.169705196858899,-2.61832948112109
"1197",14968,528218140,4107 CRESTMOOR AVE,219210,11/1/2006 0:00,Partial,255700,Dwg&Lot,2006,1863,0,14054,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,614074,-0.97546921316367,-0.90722511195988,-1.69886888563641,0.169705196858899,-3.41185801390106
"1198",457,902328100,704 BURNETT AVE,159900,5/1/2016 0:00,Normal,159900,Dwg&Lot,1916,1690,0,8850,3,Yes,1,Single-family detached (includes detached townhouses),Two and one-half story:  3rd level unfinished,OldTown,201604363,-2.3405242563013,-0.555427062894751,-1.52275519004639,0.246117602940319,-4.17258890630212
"1199",11751,907290070,4626 WEBSTER ST,178000,6/1/2009 0:00,Normal,207100,Dwg&Lot,2001,1212,782,9100,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,907965,-0.920571999504426,-0.561027838338182,-1.06895197906342,0.207655062197157,-2.34289675470887
"1200",4804,905100030,1225 ARIZONA AVE,158500,5/1/2015 0:00,Family,163500,Dwg&Lot,1963,1382,547,11235,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,201504740,-1.84079291915128,-0.66323585529105,-1.21316291230227,0.184833613260601,-3.532358073484
"1201",5104,527402380,1103 WHEELER ST,116050,7/1/2006 0:00,Abnorml,128100,Dwg&Lot,1970,864,0,9353,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,609050,-1.75225134417023,-0.56807104823278,-1.0668861334995,0.366437186804748,-3.02077133909776
"1202",9970,907175100,5303 THACKERAY DR,225000,3/1/2013 0:00,Normal,231500,Dwg&Lot,1998,1779,670,10400,3,Yes,0,Single-family detached (includes detached townhouses),Two story,CollgCr,201302670,-0.937454750906048,-0.611500297170446,-1.61339029812862,0.207655062197157,-2.95469028400796
"1203",1096,903227070,1201 ROOSEVELT AVE,134000,12/1/2013 0:00,Normal,154600,Dwg&Lot,1925,1348,0,6000,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,BrkSide,201314265,-2.20325062819859,-0.551964402307251,-1.17940182624166,0.162349867976044,-3.77226698877146
"1204",11361,907290090,4614 WEBSTER ST,213000,10/1/2009 0:00,Normal,232800,Dwg&Lot,2000,1630,0,9750,3,Yes,1,Single-family detached (includes detached townhouses),One story,CollgCr,913235,-0.922700463996494,-0.581561377067917,-1.46237218914619,0.207655062197157,-2.75897896801344
"1205",5915,527376090,1509 TRUMAN DR,172250,8/1/2011 0:00,Normal,179900,Dwg&Lot,1975,1074,868,10140,3,Yes,0,Single-family detached (includes detached townhouses),One story,NWAmes,201107822,-1.63801325726828,-0.598395848920539,-1.01098383509266,0.211509979623512,-3.03588296165797
"1206",7866,906203120,4811 IDAHO CIR,271900,6/1/2009 0:00,Normal,349900,Dwg&Lot,1990,2196,2069,14684,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level unfinished,SawyerW,201609760,-1.1257342258114,-0.971371194410055,-2.05748359220876,0.169520157082113,-3.9850688553481
"1207",5186,531478010,4712 TORONTO ST,107000,11/1/2006 0:00,Normal,119400,Dwg&Lot,1966,1056,1056,8900,2,Yes,0,Single-family detached (includes detached townhouses),One story,SawyerW,613995,-1.80782268256405,-0.556457756489015,-1.00833291358917,0.169520157082113,-3.20309319556012
"1208",13118,907405030,818 TENNYSON AVE,200000,5/1/2006 0:00,Normal,261100,Dwg&Lot,2003,1700,1099,9135,3,Yes,0,Single-family detached (includes detached townhouses),One story,CollgCr,606031,-0.927969431336756,-0.561937893730946,-1.53285776581163,0.207655062197157,-2.81511002868218
"1209",4662,535151160,2204 BARR DR,159500,12/1/2013 0:00,Normal,160600,Dwg&Lot,1962,1283,612,7763,3,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201314145,-1.84949325252919,-0.543944388085489,-1.1197990807961,0.366437186804748,-3.14679953460603
"1210",14987,528429130,2426 DALTON CIR,295000,1/1/2011 0:00,Normal,329400,Dwg&Lot,2006,1660,1220,10182,3,Yes,1,Single-family detached (includes detached townhouses),One story,Somerst,201100984,-0.97546921316367,-0.600407630668021,-1.49245868097444,0.154682497497796,-2.91365302730834
"1211",8410,531451280,1512 KENTUCKY AVE,189000,5/1/2010 0:00,Normal,208000,Dwg&Lot,1992,1845,0,11218,3,Yes,1,Single-family detached (includes detached townhouses),Two story,SawyerW,201213016,-1.06449911005956,-0.662054745965847,-1.68036198985271,0.169520157082113,-3.237395688796
"1212",7743,527225035,4011 DAWES DR,164000,6/1/2010 0:00,Normal,204600,Dwg&Lot,1988,1752,427,12134,4,Yes,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,Gilbert,1006206,-1.1938695632816,-0.731335362156838,-1.58573126166089,0.169705196858899,-3.34123099024043
"1213",2564,905452050,329 FRANKLIN AVE,115000,8/1/2014 0:00,Normal,104900,Dwg&Lot,1941,672,344,9340,2,Yes,0,Single-family detached (includes detached townhouses),One story,Edwards,201407745,-2.08695458262949,-0.567686681767759,-1.25130392503002,-4.667171707192,-8.57311689661926
"1214",4893,905200490,1210 GARFIELD CIR,130500,2/1/2013 0:00,Normal,157400,Dwg&Lot,1965,960,648,10246,0,Yes,0,Single-family detached (includes detached townhouses),Split level,Sawyer,201301443,-1.81905094724882,-0.603562459627376,-1.0200279283191,0.184833613260601,-3.25780772193469
"1215",4781,535478010,510 E 14TH ST,129000,12/1/2011 0:00,Normal,150100,Dwg&Lot,1962,999,784,10205,3,Yes,0,Single-family detached (includes detached townhouses),Split foyer,NAmes,201112852,-1.84949325252919,-0.601526817432074,-1.01032091320791,0.366437186804748,-3.09490379636442
"1216",5581,905104090,1005 YUMA AVE,147000,4/1/2016 0:00,Normal,134300,Dwg&Lot,1966,894,554,7094,3,Yes,0,Single-family detached (includes detached townhouses),One story,Sawyer,201603531,-1.80782268256405,-0.544337328118481,-1.04832445714199,0.184833613260601,-3.21565085456392
"1217",6777,532351140,4301 TORONTO ST,147500,7/1/2013 0:00,Normal,122000,Dwg&Lot,1978,1902,0,8930,4,Yes,0,Duplex,One and one-half story:  2nd level finished,Sawyer,201309387,-1.54670025572945,-0.557089228349196,-1.7384975573177,0.184833613260601,-3.65745342813574
"1218",15961,528458040,2834 ASPEN RD,229456,9/1/2009 0:00,Partial,233200,Dwg&Lot,2009,1314,900,8640,3,Yes,0,Single-family detached (includes detached townhouses),One story,Somerst,912041,-1.05017930201753,-0.551707872556379,-1.14739711363314,0.154682497497796,-2.59460179070925
"1219",2437,903232170,1014 MARSTON AVE,80500,7/1/2006 0:00,Normal,91000,Dwg&Lot,1947,912,0,6240,2,No,0,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,BrkSide,609074,-2.03059660656386,-0.549893267957806,-1.03917949489483,0.162349867976044,-3.45731950144045
"1220",6066,527451200,1323 BARKLEY CT,91500,4/1/2006 0:00,Abnorml,110400,Dwg&Lot,1971,1218,0,1680,3,Yes,0,Townhouse:  inner unit,Two story,Br'Dale,604367,-1.73397618032478,-0.651971802928713,-1.07243443681575,1,-2.45838242006924
"1221",4705,535403040,120 E O NEIL DR,115000,11/1/2006 0:00,Abnorml,120600,Dwg&Lot,1964,912,912,7800,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,613772,-1.8304157799464,-0.544045007214512,-1.03917949489483,0.366437186804748,-3.04720309525099
"1222",5557,904100040,2908 ONTARIO ST,166000,6/1/2015 0:00,Normal,143100,Dwg&Lot,1968,1211,742,8250,3,Yes,1,Single-family detached (includes detached townhouses),One story,Sawyer,201505786,-1.7823449330963,-0.546824346866849,-1.0683981127662,0.184833613260601,-3.21273377946875
"1223",2270,535450310,1524 DUFF AVE,143000,1/1/2007 0:00,Normal,173700,Dwg&Lot,1949,1846,196,10496,3,Yes,1,Single-family detached (includes detached townhouses),One and one-half story:  2nd level finished,NAmes,701509,-2.0032858364629,-0.616797009388365,-1.68139006925057,0.366437186804748,-3.93503572829708
"1224",2866,534477030,1531 ROOSEVELT AVE,137900,10/1/2006 0:00,Normal,164200,Dwg&Lot,1951,2136,756,10680,4,No,0,Single-family detached (includes detached townhouses),One story,NAmes,613155,-1.97642414756633,-0.62740561948614,-1.98922433618496,0.366437186804748,-4.22661691643268
"1225",13551,528290010,3845 WELBECK DR,184000,2/1/2008 0:00,Normal,222100,Dwg&Lot,2004,1490,733,15384,3,Yes,1,Single-family detached (includes detached townhouses),Two story,Gilbert,801152,-0.938313875774836,-1.04493436386775,-1.32215472844442,0.169705196858899,-3.13569777122811
"1226",3467,534276070,2217 FERNDALE AVE,145000,6/1/2007 0:00,Normal,163800,Dwg&Lot,1958,1138,507,10482,3,Yes,0,Single-family detached (includes detached townhouses),Split level,NAmes,707388,-1.88441230174866,-0.616013061382045,-1.03060781427216,0.366437186804748,-3.16459599059812
"1227",15572,528427070,3317 CULLEN DR,214000,1/1/2008 0:00,Normal,243100,Dwg&Lot,2007,1933,0,14598,4,Yes,1,Single-family detached (includes detached townhouses),Two story,Somerst,801010,-0.998847725697867,-0.962481299853018,-1.76995436580976,0.154682497497796,-3.57660089386285
"1228",4368,534202130,1206 26TH ST,159000,10/1/2013 0:00,Normal,161300,Dwg&Lot,1965,912,595,8872,2,Yes,0,Single-family detached (includes detached townhouses),One story,NAmes,201312842,-1.81905094724882,-0.555876857120358,-1.03917949489483,0.366437186804748,-3.04767011245925
"1229",15776,528180140,3805 CHILTON AVE,399000,5/1/2015 0:00,Normal,383800,Dwg&Lot,2008,1702,1442,8769,1,Yes,1,Townhouse:  end unit,One story,NridgHt,201504172,-1.02361718901722,-0.553856657316758,-1.53485992751002,0.142593315048047,-2.96974045879596
"1230",3950,535452120,1409 MAXWELL AVE,145000,11/1/2013 0:00,Normal,151800,Dwg&Lot,1960,1507,666,7910,4,Yes,0,Single-family detached (includes detached townhouses),Split level,NAmes,201313825,-1.86597052285271,-0.544472537547262,-1.33933518034603,0.366437186804748,-3.38334105394126
"1231",6877,533352075,2905 ONTARIO ST 2907,225000,5/1/2016 0:00,Normal,207700,Dwg&Lot,1977,2620,859,18890,4,Yes,1,Duplex,One and one-half story:  2nd level finished,Sawyer,201605137,-1.57615647023158,-1.4450868180214,-2.57708225164398,0.184833613260601,-5.41349192663636
"1232",4659,535151130,2110 BARR DR,179000,6/1/2016 0:00,Normal,133200,Dwg&Lot,1962,1190,803,7728,3,Yes,0,Duplex,Split level,NAmes,201606479,-1.84949325252919,-0.543857807830995,-1.05709963819236,0.366437186804748,-3.08401351174779
"1233",4562,534429030,1914 FERNDALE AVE,101800,3/1/2007 0:00,Normal,107100,Dwg&Lot,1962,1224,0,9842,2,Yes,0,Duplex,One story,NAmes,201106549,-1.84949325252919,-0.585276041464617,-1.0761536524281,0.366437186804748,-3.14448575961716
